,Macrophages,Mast,Monocytes,mDCs
9x29,0.26674309999999996,0.21099627,0.39590448,0.12635614
9x30,0.12883201,0.22934216,0.39925388,0.24257194
9x31,0.11218339999999999,3.2552695e-12,0.28449154,0.60332507
9x32,0.24937017,0.040007256,0.3778745,0.33274806
9x33,0.1355201,1.4250976e-11,0.18337645,0.6811034
9x34,0.27628192,2.6287102e-12,0.35642242,0.36729565
9x35,0.32514265,3.210211e-12,0.6748573,5.314360500000001e-12
9x36,0.18153901,0.13293754,0.40034348,0.28517997
9x37,0.16064695,0.22996488,0.33587614,0.27351207
9x38,0.089312874,0.1488014,0.76188576,6.9210067e-12
9x39,0.07422438,0.16153653,0.60466856,0.15957053
9x40,0.09231321,0.15898535,0.6723008,0.07640067
9x41,0.17928235,0.23893161,0.39972585,0.1820602
9x42,0.49040082,0.075237654,9.858183e-12,0.43436158
9x43,0.12668434,0.15575546,0.3807233,0.33683687
9x44,0.018000742,0.10725145,0.38657367,0.48817417
9x45,0.056879717999999996,0.009352810999999999,0.5128372999999999,0.42093018
9x46,0.15822487,0.11880788,0.49892467,0.22404258
9x47,0.106561296,0.14759204,0.65062416,0.095222555
9x48,0.23023237,1.4459398000000001e-11,0.30344704,0.46632057
9x49,0.06599429,0.22559088,0.5485845,0.15983029999999998
10x0,0.14627971,0.22873256,0.31886292,0.30612480000000003
10x1,0.104648665,0.22729045,0.31167924,0.35638168
10x2,0.104053445,0.23370516,0.292796,0.36944538
10x3,0.110897705,0.22125557,0.27066290000000004,0.39718384
10x4,0.13753296,0.22255231,0.31811842,0.32179633
10x5,0.19146323,0.21170524,0.24815932,0.34867220000000004
10x6,0.1498567,0.24816479,0.27937275,0.32260576
10x7,0.15586872,0.23729156,0.266426,0.34041372
10x8,0.16282311,0.24967003,0.32280149999999996,0.26470545
10x9,0.12718119,0.22090122,0.32622153,0.32569605
10x10,0.14890823,0.23361059,0.28907514,0.32840604
10x11,0.14870907,0.26826838,0.30513942,0.27788308
10x12,0.10548415,0.23219945,0.35524768,0.30706868
10x13,0.15218711,0.28106296,0.25488433,0.31186554
10x14,0.1686628,0.23847267,0.2692292,0.32363534
10x15,0.12991660000000002,0.21959437,0.32759315,0.32289588
10x16,0.13751727,0.26923057,0.2554791,0.33777303
10x17,0.09331581,0.23974483,0.32535002,0.34158936
10x18,0.16520368,0.23005743,0.27462563,0.33011323
10x19,0.13326415,0.25970465,0.28043884,0.32659236
10x20,0.06832093,0.22607133,0.33431464,0.37129313
10x21,0.16120142,0.16440770000000002,0.44030365,0.23408729
10x22,0.13414255,0.21719378,0.27108237,0.3775813
10x23,0.15998103,0.19806293,0.3457662,0.29618990000000006
10x24,0.07425322,0.30412829999999996,0.28707868,0.33453983
10x25,0.04333092,2.0752937e-10,0.5237765,0.43289265
10x26,0.10584914,3.241705e-12,0.89415085,2.8015064e-11
10x27,0.16263926,3.6073367e-12,0.57483387,0.26252684
10x28,0.21004707,4.8510857000000004e-12,0.3362762,0.45367667
10x29,0.20552865,2.1259214e-12,0.614592,0.17987937
10x30,0.5105237,4.9396568e-12,0.48947626,6.22981e-12
10x31,3.9270705e-12,0.12252806,0.6743061,0.20316584
10x32,0.09020914,1.6357681000000001e-12,0.9097909,3.0632945999999998e-12
10x33,0.023857342,0.2498891,0.35853395,0.36771956
10x34,1.0867406e-11,1.7821778000000001e-12,1.0,6.544924299999999e-12
10x35,6.5280515e-12,0.49505309999999997,0.5049469,2.5902982000000006e-12
10x36,0.23662858,0.03232951,0.15835537,0.5726865
10x37,0.15555412,0.14634411,0.26018953,0.43791226
10x38,0.15550876,0.059778433,0.76106787,0.023644939
10x39,0.004488181,0.20415446,0.47654554,0.31481186
10x40,0.30897808,0.10282257,0.34500587,0.24319348
10x41,0.079721145,7.678417999999999e-12,0.54570645,0.3745724
10x42,0.18160320000000002,0.20980857,0.4422745,0.16631377
10x43,0.08795575,0.25341353,0.41193482,0.24669586
10x44,0.19671693,0.27549037,0.37197834,0.15581433
10x45,0.14231129999999997,1.6755573e-12,0.6765904,0.18109825
10x46,0.09531975,0.24013202,0.44081157,0.22373666
10x47,0.24724425,0.21632896,0.33229512,0.20413162
10x48,0.19617382,0.0750319,0.5331321,0.19566225
10x49,0.12009314,0.17374277,0.44808817,0.25807595
11x0,0.11617368,0.20268787,0.32665145,0.354487
11x1,0.11504500000000001,0.33663740000000003,0.20478927,0.3435284
11x2,0.16515483,0.24294947,0.28185859999999996,0.31003709999999995
11x3,0.11936587,0.27062240000000004,0.25155229999999995,0.35845938
11x4,0.156887,0.18473244,0.33841175,0.31996876
11x5,0.12786542,0.20066813,0.36503303,0.30643344
11x6,0.120611,0.21723668,0.31763592,0.3445164
11x7,0.13511014,0.2644018,0.30707484,0.29341322
11x8,0.12515102,0.21025388,0.32539755,0.33919755
11x9,0.10736627,0.27761090000000005,0.31706375,0.2979591
11x10,0.17159627,0.24820964,0.26271412,0.31748000000000004
11x11,0.13873811,0.23386979,0.33411813,0.293274
11x12,0.15454026,0.25433666,0.31059465,0.28052846
11x13,0.16278674,0.22854619,0.31989223,0.28877485
11x14,0.107807584,0.21305858,0.34131575,0.33781815
11x15,0.1272952,0.27524033,0.29930493,0.29815959999999997
11x16,0.12794411,0.27944925,0.28339106,0.30921558
11x17,0.13099313,0.24392293,0.33993334,0.28515056
11x18,0.17440957,0.25166020000000006,0.26557723,0.30835298
11x19,0.09172897,0.19511729999999997,0.30866623,0.40448746
11x20,0.19787304,0.23816726,0.27195722,0.2920025
11x21,0.09618867,0.2545852,0.34963423,0.29959187
11x22,0.10283713,0.18477117,0.37799272,0.334399
11x23,0.12543172,0.15316300000000002,0.25901434,0.46239096
11x24,0.1342317,0.09267462,0.5282634,0.24483028
11x25,4.6274519999999996e-12,0.07320813,0.43827608,0.48851576
11x26,0.36636323,0.08000559,0.5536310999999999,6.156358e-11
11x27,0.05001407,2.274364e-12,0.47902527,0.47096059999999995
11x28,0.21295145,0.13096087,0.3698256,0.28626207
11x29,0.1637769,7.227478599999999e-12,0.7277384,0.10848463
11x30,0.21904057,0.028429026,0.45543283,0.29709759999999996
11x31,0.032188438,0.5743111999999999,0.39350036,9.225917999999999e-12
11x32,0.23703198,0.07611389,0.38830113,0.298553
11x33,0.15200567,1.4554398999999998e-12,0.75604033,0.09195395
11x34,8.685534e-12,2.2955936e-12,1.0,6.010157599999999e-12
11x35,0.2290516,1.6289663e-05,0.7505724,0.020359727
11x36,1.226104e-11,0.532159,0.44856066,0.019280448999999998
11x37,0.1289452,0.20117247,0.58880943,0.08107291
11x38,0.1049651,0.34936735,0.29753563,0.24813189
11x39,0.04087602,0.06317254,0.47096309999999997,0.42498836
11x40,0.25093222,0.070477195,0.57321686,0.10537376
11x41,0.12931007,0.22888003,0.46723172,0.17457817
11x42,0.29852065,4.0664898e-12,0.55586916,0.14561017
11x43,0.08486597,0.12840559,0.42959222,0.35713628
11x44,0.24817742,0.09879391,0.36520123,0.2878274
11x45,0.11333965,1.9803409999999998e-12,0.61523384,0.27142653
11x46,0.10128295400000001,0.18624754,0.5190607,0.19340885
11x47,0.19422813,0.19483364,0.39947563,0.21146263
11x48,0.0982149,0.11671475,0.44695150000000006,0.33811882
11x49,0.15285903,0.14952005,0.38838809999999996,0.30923283
12x0,0.13597019,0.27260837,0.30557449999999997,0.28584692
12x1,0.11627965,0.23177126,0.34158540000000004,0.31036368
12x2,0.12071224,0.25011239999999996,0.32294473,0.30623063
12x3,0.10749003,0.23228584,0.3220592,0.33816490000000005
12x4,0.12252055,0.26872075,0.27281654,0.33594218
12x5,0.10552965,0.26156039999999997,0.3080442,0.32486576
12x6,0.12570430000000002,0.22262914,0.30477065,0.34689593
12x7,0.07747852,1.5383360999999998e-11,0.48075959999999995,0.44176188
12x8,0.13514431,0.2385766,0.24705946,0.37921962
12x9,0.14947347,0.24811144,0.30607933,0.29633573
12x10,0.15912038,0.20649876,0.31099299999999996,0.32338790000000006
12x11,0.11994803,0.2329663,0.30007106,0.34701458
12x12,0.11385659,0.18037373,0.3519927,0.35377696
12x13,0.10763483,0.18791623,0.36342824,0.34102064
12x14,0.110531405,0.25873426,0.27619702,0.35453728
12x15,0.1351176,0.20799851,0.3249896,0.33189428
12x16,0.18996066,0.22725488,0.27712864,0.30565584
12x17,0.14001948,0.22872159,0.28527070000000004,0.34598827
12x18,0.1321886,0.22716212,0.27136868,0.36928055
12x19,0.17337681,0.23664789,0.30641726,0.28355807
12x20,0.19000858,0.15819012,0.29341516,0.35838613
12x21,0.17115463,0.15382501,0.29768234,0.37733805
12x22,0.112163186,0.19037785,0.34935558,0.34810343
12x23,0.12849596,0.16394222,0.45893618,0.24862562
12x24,0.04881542,0.057522193,0.6198766,0.27378577
12x25,0.23320392,0.31785324,0.44894284,3.833216e-11
12x26,0.053669915,0.13775313,0.80857694,7.404306e-12
12x27,0.21655895,0.15205024,0.56356186,0.06782889
12x28,4.6994917e-12,5.1778777000000004e-12,1.0,3.0689617999999997e-12
12x29,3.8538773e-11,9.52418e-12,1.0,1.2608515e-11
12x30,6.9783996e-12,5.1670087e-12,1.0,3.7177904e-12
12x31,6.624439e-11,1.1806091e-11,0.73276377,0.26723620000000003
12x32,2.1508923e-12,1.6439299e-12,1.0,5.1190614e-12
12x33,0.1353564,5.4525416e-12,0.6455246,0.21911901
12x34,0.17748270000000002,0.021546282000000003,0.800971,2.4483294999999996e-12
12x35,0.22009273,0.056898866,0.651423,0.07158541
12x36,0.13012795,5.624404e-12,0.74183935,0.1280327
12x37,0.23849161,0.119241595,0.34124172,0.3010251
12x38,0.033008117000000003,0.080622055,0.6486223000000001,0.23774756
12x39,4.5750166e-12,0.15647577,0.6113054,0.23221879
12x40,0.12468678,0.21142498,0.45455992,0.20932841
12x41,0.13389398,0.019187659,0.3329158,0.51400256
12x42,0.27174875,0.03653449,0.57793784,0.11377897
12x43,0.11841806,0.1798919,0.30500233,0.39668775
12x44,0.08639797,0.06829624,0.5722509,0.27305484
12x45,0.16335763,0.15271923,0.5055467,0.17837653
12x46,0.20228933,0.12547876,0.5344616,0.13777028
12x47,0.24913673,0.1809581,0.5699046999999999,5.187335e-07
12x48,0.20469078,0.13781832,0.44933069999999997,0.20816030000000002
12x49,0.12426440400000001,0.14708596,0.46548268,0.26316696
13x0,0.17646311,0.24146554,0.2448069,0.3372645
13x1,0.13476223,0.25054857,0.29718134,0.3175079
13x2,0.13514061,0.25275669,0.30199108,0.3101116
13x3,0.11927801,0.23211765,0.2711092,0.37749520000000003
13x4,0.12586029,0.2475732,0.3013239,0.32524264
13x5,0.16179913,0.22331488,0.30199507,0.31289092
13x6,0.12504014,0.22910729,0.34657958,0.29927298
13x7,0.15879467,0.22133473,0.30275813,0.31711257
13x8,0.12797546,0.2548807,0.2956026,0.3215413
13x9,0.121400036,0.23242307,0.30721685,0.33896002
13x10,0.13633054,0.20599745,0.33642316,0.3212488
13x11,0.13843970000000003,0.24965756,0.25491214,0.35699058
13x12,0.12946753,0.24181193,0.3437087,0.28501183
13x13,0.14789875,0.26311979999999996,0.29062358,0.29835784
13x14,0.14917149999999998,0.227305,0.29329973,0.33022377
13x15,0.21273571,0.19483118,0.2868136,0.30561948
13x16,0.14932966,0.24272577,0.2605846,0.34735993
13x17,0.13306379999999998,0.25116625,0.31340507,0.30236490000000005
13x18,0.12937598,0.26177618,0.30063307,0.3082147
13x19,0.17590614,0.23942345,0.24122816,0.34344226
13x20,0.14476985,0.28999236,0.32504937,0.24018842
13x21,0.053699467,0.17725220000000003,0.3777324,0.39131597
13x22,0.24325734,0.092580386,0.5093172,0.15484512
13x23,0.089736775,0.22368528,0.44289818,0.24367979999999997
13x24,0.25853133,0.13145117,0.5085455,0.10147195
13x25,0.25656843,0.091889866,0.46478045,0.18676135
13x26,0.25199187,1.610879e-11,0.74800813,2.5750417e-11
13x27,6.384881e-11,3.0455263e-11,1.0,9.606855e-12
13x28,0.29470050000000003,3.843373e-12,0.7052995,3.6212462999999996e-12
13x29,5.522829599999999e-12,5.3413852999999994e-12,1.0,3.6337163999999995e-12
13x30,2.1542719e-11,7.914429e-12,1.0,1.5702389e-11
13x31,4.2735177e-10,6.8231436e-12,0.24400502,0.755995
13x32,2.166962e-11,4.1004058e-12,1.0,5.114457e-12
13x33,0.23057581,3.3836876000000003e-12,0.19961858,0.5698055999999999
13x34,4.7381418e-11,4.5802815000000004e-12,1.0,2.1402272e-11
13x35,0.019980836999999998,0.114291586,0.44203180000000003,0.42369583
13x36,0.21849425,0.17412652,0.36712387,0.24025537
13x37,1.1095566e-09,4.6089968e-12,1.0,3.0571483e-11
13x38,0.043404657,0.41668382,0.44810134,0.09181014
13x39,0.17558512,0.07344214,0.37877616,0.37219656
13x40,0.12043743,0.19354643,0.41727448,0.26874159999999997
13x41,0.09758969,3.4219472e-12,0.5190585999999999,0.38335168
13x42,0.11054241,0.17352802,0.42640948,0.28952009999999995
13x43,0.26460615,0.1713305,0.31754696,0.24651642
13x44,0.14066607,0.23510689,0.44615847,0.17806858
13x45,0.0740522,0.102315955,0.43041533,0.39321652
13x46,0.16338463,0.13370538,0.24310632,0.45980370000000004
13x47,0.22914477,0.14852543,0.3826855,0.23964429
13x48,0.19517998,0.1392111,0.52418983,0.14141907
13x49,0.0998177,0.20770581,0.5020964,0.19038007
14x0,0.10017207,0.2733207,0.28587297,0.3406343
14x1,0.16718082,0.29027224,0.26233852,0.28020847
14x2,0.18233503,0.24707255,0.28022800000000003,0.29036444
14x3,0.09255527,0.25160226,0.30456236,0.35128006
14x4,0.12201321,0.22876166,0.286288,0.36293715
14x5,0.12419359,0.25511658,0.30346787,0.317222
14x6,0.15071626,0.25425467,0.2841987,0.3108304
14x7,0.150694,0.230727,0.29197773,0.32660133
14x8,0.18076521,0.25559333,0.26840964,0.2952318
14x9,0.15793373,0.21577886,0.2938205,0.33246693
14x10,0.17230710000000002,0.23486617,0.2867876,0.30603909999999995
14x11,0.13116570000000002,0.22991431,0.26509494,0.37382504
14x12,0.18304007,0.25102398,0.23172188,0.33421403
14x13,0.14807583,0.2246496,0.33247998,0.2947946
14x14,0.12669341,0.2500325,0.30384943,0.3194247
14x15,0.11902998,0.21361831,0.28525895,0.38209268
14x16,0.12344768,0.20613989,0.31693104,0.35348135
14x17,0.16073915,0.25095043,0.23308586,0.35522459999999995
14x18,0.12479795,0.2725009,0.27684462,0.3258565
14x19,0.17980908,0.20159946,0.31068987,0.30790162
14x20,0.13130964,0.18944578,0.24973832,0.42950624
14x21,0.12923944,0.11400171,0.5590531,0.19770576
14x22,0.06168117,0.074759685,0.3694575,0.49410164
14x23,0.09325784,0.14974874,0.26636225,0.4906312
14x24,0.20052823,2.9107736e-12,0.77295154,0.02652023
14x25,8.293738e-11,2.5540152e-12,1.0,3.9200292e-12
14x26,2.4953824e-11,4.6099246000000005e-11,1.0,5.972346e-11
14x27,2.6203642000000003e-11,8.861513e-12,1.0,2.1755592000000003e-11
14x28,0.233237,1.165976e-11,0.766763,6.1996197e-10
14x29,1.0694263000000001e-11,1.3428226000000001e-11,1.0,2.0168655e-11
14x30,0.2763801,1.7964574e-11,2.6979495000000003e-11,0.7236199000000001
14x31,1.2367856e-11,5.938216e-12,1.0,9.513272e-12
14x32,0.67007035,2.1330523999999998e-11,4.4451629999999996e-11,0.32992965
14x33,1.6362595e-11,1.1645475e-11,1.0,3.0597996e-11
14x34,5.5146703e-12,2.2954083999999997e-12,1.0,5.188751e-12
14x35,1.8579203e-10,4.2422853e-12,1.0,7.376956e-12
14x36,1.5699382999999997e-11,1.4466612e-12,1.0,1.9194668000000003e-12
14x37,2.91469e-11,3.9740637e-12,0.48136428,0.51863575
14x38,5.804249e-06,0.25128016,0.58289784,0.1658162
14x39,4.9576903e-09,0.2546489,0.59023106,0.15512002
14x40,0.13879356,0.18302155,0.6573201,0.020864815
14x41,0.18288913,0.052182753,0.39182849999999997,0.37309963
14x42,0.031705324,0.2259318,0.30031195,0.44205093
14x43,0.09293155,0.097839735,0.49535084,0.31387785
14x44,0.10972931,0.0674789,0.26126254,0.5615293
14x45,9.546573e-12,3.6177178999999997e-12,0.80497235,0.19502765
14x46,0.12154481,0.13670547,0.53499776,0.20675202
14x47,0.21081275,0.08558304,0.41035405,0.2932502
14x48,0.2086831,0.15538453,0.47817966,0.1577527
14x49,0.12192833,0.09273262,0.33940518,0.4459339
15x0,0.13699044,0.25174589999999997,0.29466984,0.31659390000000004
15x1,0.10853641,0.19810252,0.34947252,0.34388858
15x2,0.10824027,0.206066,0.36168340000000004,0.32401030000000003
15x3,0.17935820000000002,0.23855211,0.25763136,0.32445830000000003
15x4,0.12668392,0.26068208,0.31534022,0.29729384
15x5,0.13215876,0.21430619,0.32380727,0.32972777
15x6,0.14280051,0.2599612,0.26482955,0.33240879999999995
15x7,0.14422801,0.25666255,0.28046545,0.31864402
15x8,0.16759585,0.2563185,0.32315454,0.25293118
15x9,0.11286199999999999,0.26375753,0.3091045,0.31427598
15x10,0.1081832,0.23956063,0.31166127,0.34059490000000003
15x11,0.24499916,0.15586758,0.42023334,0.17889991
15x12,0.12328341599999999,0.25907886,0.31732312,0.30031455
15x13,0.13595739999999998,0.24589138,0.26990363,0.3482476
15x14,0.17647961,0.21672386,0.26291353,0.34388298
15x15,0.04016159,0.06643856,0.6389713,0.25442854
15x16,0.136225,0.23457725,0.32635903,0.3028387
15x17,0.12360541,0.23545326,0.33449840000000003,0.30644292
15x18,0.15747389,0.29419577,0.32301503,0.22531529
15x19,0.13932999999999998,0.19889574,0.25890222,0.40287203
15x20,0.10550009,0.08715915,0.36147317,0.44586754
15x21,0.079882324,0.16273482,0.43935567,0.31802714
15x22,0.060541883,0.25873196,0.57425445,0.10647169
15x23,0.22303511,3.0697267999999995e-12,0.6092211,0.1677438
15x24,1.741753e-11,4.671013e-12,0.8091656,0.19083440000000002
15x25,8.50976e-12,3.5783767e-12,1.0,6.0336094e-12
15x26,7.394293e-12,9.575661999999999e-12,1.0,4.653153e-12
15x27,4.455547700000001e-06,1.262425e-11,0.99999547,5.6257580000000005e-12
15x28,1.2594791499999999e-11,2.9057637e-12,1.0,5.049338e-12
15x29,6.2091265e-12,4.7874647000000006e-12,1.0,9.362198e-12
15x30,0.21234286,5.3796645999999995e-12,0.78765714,1.766355e-11
15x31,1.7943654e-10,7.946165e-12,1.0,8.255663e-12
15x32,7.756978e-12,3.4950302000000004e-12,1.0,5.2757733e-12
15x33,1.3181412e-11,3.6774910000000005e-12,1.0,6.839861599999999e-12
15x34,9.207936500000001e-11,7.0463383e-12,1.0,3.101872e-10
15x35,2.643296e-10,2.6525677000000003e-11,1.0,1.0513945e-10
15x36,0.16215488,4.832524e-12,0.8378450999999999,8.371078e-12
15x37,3.4939402e-11,8.9049644e-12,1.0,2.664435e-11
15x38,1.1272129e-11,4.521367e-12,1.0,5.26867e-12
15x39,0.25258595,1.3531416000000001e-12,0.6581188,0.08929533
15x40,0.14538255,2.6051533e-12,0.6123871999999999,0.24223031
15x41,0.11057234,0.19762644,0.46652123,0.22527996
15x42,0.13554864,2.74312e-12,0.49471885,0.36973247
15x43,0.10036724,0.15131833,0.6099848000000001,0.13832963
15x44,0.16548619,0.11021481,0.5601656999999999,0.16413331
15x45,0.03953541,1.3804755e-12,0.8080223000000001,0.15244235
15x46,0.14738531,0.12760048,0.44757864,0.27743554
15x47,0.14219359,0.16636015,0.62132156,0.070124745
15x48,0.23666766,9.196601999999999e-13,0.41693148,0.3464009
15x49,0.14455882,0.20624734,0.44170466,0.20748919
16x0,0.10443417,0.16287525,0.38917345,0.34351709999999996
16x1,0.14911562,0.29191172,0.2322125,0.32676017
16x2,0.16708644,0.2606583,0.28619304,0.28606220000000004
16x3,0.13411793,0.18383998,0.37772924,0.30431286
16x4,0.15062553,0.20522071,0.32211748,0.32203633
16x5,0.13010089,0.22208925,0.30731532,0.34049457
16x6,0.15010568,0.2520806,0.24710655,0.35070714
16x7,0.17668884,0.21406451,0.30059978,0.30864686
16x8,0.13571903,0.2617025,0.3119875,0.29059097
16x9,0.12509167,0.21615914,0.34974378,0.30900547
16x10,0.16124447,0.30199113,0.23134285,0.30542153
16x11,0.12874801,0.28748587,0.31924132,0.26452476
16x12,0.17912073,0.25569266,0.28945535,0.2757312
16x13,0.11485774,0.22331007,0.3147729,0.34705929999999996
16x14,0.1582328,0.24886076,0.29052058,0.30238578
16x15,0.12882422,0.06255889,0.44701278,0.36160403
16x16,0.045979865,0.25950226,0.32618743,0.3683305
16x17,0.20323992,0.10274118,0.37405679999999997,0.31996209999999997
16x18,0.10063053,0.27202538,0.28492767,0.3424164
16x19,0.30562308,0.16103216,0.32135928,0.21198542
16x20,0.15728424,0.14821543,0.38989633,0.304604
16x21,0.08000750000000001,4.5846794e-12,0.4243338,0.49565867
16x22,0.10041709,0.10818375,0.43505326,0.35634586
16x23,1.2204455999999999e-11,4.5885669999999996e-12,0.90082556,0.099174395
16x24,8.724184e-12,6.6611179999999994e-12,1.0,1.4653403e-11
16x25,8.228732e-12,1.1650702000000001e-11,1.0,2.927636e-10
16x26,1.1319282e-06,6.4604300000000006e-12,0.99999887,4.808519e-11
16x27,1.461467e-11,2.621241e-12,1.0,3.5855258e-12
16x28,3.4037367e-11,6.7569190000000005e-12,1.0,1.0643313000000001e-11
16x29,4.964432e-10,1.6967793e-11,1.0,4.7407703e-11
16x30,1.4774706e-11,6.100824e-12,1.0,6.088467e-12
16x31,9.3839485e-12,6.7314205e-12,1.0,9.346329e-12
16x32,0.05124332,4.812526e-12,0.9487566999999999,7.386025e-12
16x33,1.0992428e-11,6.672613400000001e-12,1.0,6.637224e-12
16x34,8.668991e-11,5.687625299999999e-12,1.0,1.5165032e-11
16x35,1.5358697e-11,4.4775624e-12,1.0,8.873483e-12
16x36,5.8896004e-12,6.8173720000000004e-12,1.0,8.17963e-12
16x37,0.23891301,3.9540294e-12,0.761087,3.989277e-12
16x38,0.016323859,0.02641566,0.57915264,0.37810785
16x39,0.52061623,3.6096665999999996e-12,0.28671837,0.1926654
16x40,0.15233913,9.603231e-12,0.44274557,0.4049153
16x41,0.27107006,4.466524e-12,0.38415375,0.34477615
16x42,0.04608608,0.13608694,0.40520635,0.4126206
16x43,0.11431010000000001,0.17421259,0.71147734,3.3141428e-12
16x44,0.10224593400000001,0.070209965,0.43689755,0.39064658
16x45,0.16332768,0.17227353,0.5410634,0.12333536
16x46,0.1573383,0.16378939,0.35505185,0.3238204
16x47,0.11101626,0.09844810000000001,0.5561866,0.23434897
16x48,0.16986634,0.04589988,0.35080883,0.43342504
16x49,0.3236188,0.10634826,0.40456742,0.16546558
17x0,0.09930387,0.18800099,0.33535376,0.37734136
17x1,0.0961827,0.25019076,0.36376032,0.2898662
17x2,0.11292086,0.15294376,0.33710834,0.39702702
17x3,0.12414642,0.20873539,0.33511728,0.3320009
17x4,0.16239205,0.20334349999999998,0.30505340000000003,0.32921097
17x5,0.15697354,0.22636198,0.34928772,0.26737678
17x6,0.13431975,0.22510616,0.28896266,0.3516114
17x7,0.096234486,0.217016,0.35379538,0.33295417
17x8,0.17208263,0.19963670000000003,0.2898672,0.33841345
17x9,0.08896351,0.24308160000000004,0.31919435,0.34876058
17x10,0.14672539,0.2663895,0.28048554,0.30639958
17x11,0.1291511,0.22805389999999998,0.29683086,0.34596413
17x12,0.17197026,0.24719627,0.28712177,0.2937117
17x13,0.15042451,0.23386988,0.29265368,0.3230519
17x14,0.17199655,0.24019879,0.27158174,0.31622290000000003
17x15,0.11217825,0.24357627,0.26994953,0.37429592
17x16,0.16166879999999997,0.16439009,0.38202474,0.29191643
17x17,0.13890775,0.27315465,0.4246578,0.16327983
17x18,0.16355607,0.17295761,0.39166498,0.27182138
17x19,0.19008532,0.15254986,0.42427984,0.23308489
17x20,0.19899046,0.22792582,0.32200792,0.25107579999999996
17x21,0.15907376,0.19699991,0.46366450000000003,0.18026182
17x22,0.17294568,0.08024709,0.44098869999999996,0.3058186
17x23,7.932402e-12,5.912832700000001e-12,1.0,5.9217487999999996e-12
17x24,1.9643159e-11,1.7723318e-11,1.0,6.4114343e-12
17x25,1.4555796e-11,3.3271222e-12,1.0,8.702893400000001e-12
17x26,2.3790084e-10,5.0557974000000004e-12,1.0,6.2322617e-12
17x27,1.4339821e-10,4.4535504e-12,1.0,7.862937e-12
17x28,2.0026817000000002e-11,1.4069704000000002e-11,1.0,7.968959e-12
17x29,1.128032e-11,5.5835987e-12,1.0,7.701084e-12
17x30,1.0511197e-11,4.69476e-12,1.0,1.2950194999999999e-11
17x31,8.002455499999999e-12,4.021424299999999e-12,1.0,6.0771926e-12
17x32,2.2061674e-11,4.7678330000000004e-12,1.0,1.6485277e-11
17x33,9.706033e-12,3.5071351000000003e-12,1.0,7.876664e-12
17x34,1.0348436e-10,7.785153e-12,1.0,7.811836999999999e-12
17x35,8.758350999999999e-12,4.3161594000000005e-12,1.0,1.24572705e-11
17x36,9.399875e-11,3.3905788e-12,1.0,1.573996e-11
17x37,9.387233e-12,5.698621e-12,1.0,2.0733661e-11
17x38,0.040937773999999996,6.5997385999999995e-12,0.7495568,0.20950548
17x39,0.23751159,1.2455219000000001e-11,0.7624884,9.9482705e-12
17x40,0.119788006,0.19933182,0.39378348,0.28709674
17x41,0.21012674,0.08187447,0.53791726,0.17008151
17x42,0.1752961,0.024007048,0.36159307,0.43910379999999993
17x43,0.1844013,2.5981857e-11,0.49234518,0.32325348
17x44,0.019163817,0.054577596,0.43620533,0.49005318
17x45,0.14866033,0.20087264,0.33700186,0.3134652
17x46,0.22788213,0.05243747,0.62295514,0.096725315
17x47,0.19982512,0.15563670000000002,0.34852958,0.29600865
17x48,0.15175138,0.05005404,0.5805579000000001,0.21763666
17x49,0.17925504,0.1186139,0.40599087,0.29614016
18x0,0.1658187,0.14605702,0.38971543,0.29840884
18x1,0.09837509,0.20931949,0.3283851,0.36392027
18x2,0.17124422,0.13754307,0.2563791,0.43483365
18x3,0.15048072,0.25215364,0.31803113,0.27933455
18x4,0.13654170000000002,0.20617932,0.2605291,0.39674994
18x5,0.16852419,0.23617952,0.29300055,0.30229577
18x6,0.17584375,0.24589302,0.28169551,0.29656777
18x7,0.11460471,0.20174479999999997,0.27310732,0.41054317
18x8,0.109761626,0.26649123,0.2839562,0.3397909
18x9,0.14866403,0.23672158,0.31332892,0.30128554
18x10,0.11229249999999999,0.24427995,0.30464559999999996,0.338782
18x11,0.08508153,0.272727,0.33220473,0.30998677
18x12,0.15429978,0.22067818,0.33049712,0.29452488
18x13,0.15576057,0.21125509,0.30428633,0.32869804
18x14,0.14903160000000001,0.23381588,0.26688275,0.35026979999999996
18x15,0.14869276,0.22897779999999998,0.35005724,0.27227217
18x16,0.13530947,0.29056454,0.29720137,0.27692464
18x17,0.08504844,0.25110856,0.29629794,0.36754513
18x18,0.16393122,0.24675238,0.30763415,0.28168228
18x19,1.6718936000000001e-12,0.19839500000000002,0.45568168,0.3459233
18x20,0.105840646,2.47478e-12,0.8255693000000001,0.068590015
18x21,0.111491285,4.8167126e-12,0.46120545,0.42730325
18x22,0.10301312,0.2654685,0.40710226,0.22441614
18x23,1.1314744000000001e-11,4.1793830000000004e-12,1.0,5.9227237e-12
18x24,2.8360024e-11,4.1055864e-11,1.0,9.273986e-12
18x25,1.2250234e-10,5.450967e-12,1.0,1.5586497e-10
18x26,1.4500057e-10,5.2208294000000005e-12,0.5328656999999999,0.46713424
18x27,1.6098978e-11,1.6102971e-11,5.4152195e-12,1.0
18x28,1.6190013e-11,2.6909240000000003e-12,1.0,9.595211000000001e-12
18x29,0.68392867,5.9194867e-12,0.31607133,1.6752415e-11
18x30,1.3177791000000001e-11,6.109697e-12,1.0,1.4484017999999999e-11
18x31,1.3185357e-11,8.12675e-12,0.31733078,0.6826693
